query_id,template_id,sql_text
Q67_V011,Q_0750,"SELECT o_orderkey, o_orderdate, o_shippriority FROM orders WHERE o_orderpriority = '1-URGENT' AND o_shippriority = 0;"
Q68_V001,Q_0751,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp;"
Q68_V002,Q_0752,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp WHERE ps_supplycost < 100;"
Q68_V003,Q_0753,"SELECT MIN(ps_supplycost) AS min_cost, MAX(ps_supplycost) AS max_cost FROM partsupp;"
Q68_V004,Q_0754,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty, AVG(ps_availqty) AS avg_qty FROM partsupp;"
Q68_V005,Q_0755,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp WHERE ps_suppkey = 1;"
Q68_V006,Q_0756,"SELECT ps_suppkey, MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp GROUP BY ps_suppkey ORDER BY max_qty DESC LIMIT 10;"
Q68_V007,Q_0757,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp WHERE ps_availqty > 0;"
Q68_V008,Q_0758,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp WHERE ps_supplycost > 500;"
Q68_V009,Q_0759,"SELECT SUM(ps_availqty) AS total_qty, MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp;"
Q68_V010,Q_0760,"SELECT MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp WHERE ps_availqty BETWEEN 1000 AND 5000;"
Q68_V011,Q_0761,"SELECT ps_partkey, MIN(ps_availqty) AS min_qty, MAX(ps_availqty) AS max_qty FROM partsupp GROUP BY ps_partkey ORDER BY max_qty DESC LIMIT 20;"
Q69_V001,Q_0762,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_nationkey ORDER BY cust_count DESC;"
Q69_V002,Q_0763,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_nationkey ORDER BY cust_count ASC;"
Q69_V003,Q_0764,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_nationkey HAVING COUNT(*) > 500 ORDER BY cust_count DESC;"
Q69_V004,Q_0765,"SELECT c_nationkey, COUNT(*) AS cust_count, AVG(c_acctbal) AS avg_balance FROM customer GROUP BY c_nationkey ORDER BY cust_count DESC;"
Q69_V005,Q_0766,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer WHERE c_acctbal > 0 GROUP BY c_nationkey ORDER BY cust_count DESC;"
Q69_V006,Q_0767,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_nationkey ORDER BY c_nationkey;"
Q69_V007,Q_0768,"SELECT c_nationkey, SUM(c_acctbal) AS total_balance FROM customer GROUP BY c_nationkey ORDER BY total_balance DESC;"
Q69_V008,Q_0769,"SELECT c_nationkey, COUNT(DISTINCT c_mktsegment) AS segments FROM customer GROUP BY c_nationkey ORDER BY c_nationkey;"
Q69_V009,Q_0770,"SELECT c_mktsegment, c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_mktsegment, c_nationkey ORDER BY cust_count DESC LIMIT 20;"
Q69_V010,Q_0771,"SELECT c_nationkey, MIN(c_acctbal) AS min_bal, MAX(c_acctbal) AS max_bal FROM customer GROUP BY c_nationkey ORDER BY c_nationkey;"
Q69_V011,Q_0772,"SELECT c_nationkey, COUNT(*) AS cust_count FROM customer GROUP BY c_nationkey ORDER BY cust_count DESC LIMIT 10;"
Q70_V001,Q_0773,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_shipdate LIMIT 100;"
Q70_V002,Q_0774,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_shipdate LIMIT 50;"
Q70_V003,Q_0775,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_shipdate ORDER BY l_orderkey LIMIT 100;"
Q70_V004,Q_0776,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate > l_shipdate LIMIT 100;"
Q70_V005,Q_0777,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_receiptdate > l_commitdate LIMIT 100;"
Q70_V006,Q_0778,"SELECT l_orderkey, l_commitdate, l_shipdate, l_extendedprice FROM lineitem WHERE l_commitdate < l_shipdate LIMIT 100;"
Q70_V007,Q_0779,SELECT COUNT(*) AS late_count FROM lineitem WHERE l_commitdate < l_shipdate;
Q70_V008,Q_0780,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_shipdate AND l_shipdate >= DATE '1996-01-01' LIMIT 100;"
Q70_V009,Q_0781,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_shipdate ORDER BY l_shipdate DESC LIMIT 100;"
Q70_V010,Q_0782,"SELECT l_orderkey, l_commitdate, l_shipdate FROM lineitem WHERE l_commitdate < l_receiptdate LIMIT 100;"
Q70_V011,Q_0783,"SELECT l_shipmode, COUNT(*) AS late_count FROM lineitem WHERE l_commitdate < l_shipdate GROUP BY l_shipmode ORDER BY late_count DESC;"
Q71_V001,Q_0784,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_retailprice DESC LIMIT 5;"
Q71_V002,Q_0785,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_retailprice ASC LIMIT 5;"
Q71_V003,Q_0786,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_retailprice DESC LIMIT 10;"
Q71_V004,Q_0787,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_retailprice DESC LIMIT 20;"
Q71_V005,Q_0788,"SELECT p_partkey, p_name, p_retailprice, p_brand FROM part ORDER BY p_retailprice DESC LIMIT 5;"
Q71_V006,Q_0789,"SELECT p_partkey, p_name, p_retailprice FROM part WHERE p_brand = 'Brand#13' ORDER BY p_retailprice DESC LIMIT 5;"
Q71_V007,Q_0790,"SELECT p_partkey, p_name, p_retailprice FROM part WHERE p_size > 20 ORDER BY p_retailprice DESC LIMIT 5;"
Q71_V008,Q_0791,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_name DESC LIMIT 5;"
Q71_V009,Q_0792,"SELECT p_brand, MAX(p_retailprice) AS max_price FROM part GROUP BY p_brand ORDER BY max_price DESC LIMIT 5;"
Q71_V010,Q_0793,"SELECT p_partkey, p_name, p_retailprice FROM part WHERE p_retailprice > 1800 ORDER BY p_retailprice DESC;"
Q71_V011,Q_0794,"SELECT p_partkey, p_name, p_retailprice FROM part ORDER BY p_retailprice DESC LIMIT 1;"
Q72_V001,Q_0795,"SELECT EXTRACT(MONTH FROM o_orderdate) AS order_month, COUNT(*) AS order_count FROM orders WHERE EXTRACT(YEAR FROM o_orderdate) = 1994 GROUP BY order_month ORDER BY order_month;"
Q72_V002,Q_0796,"SELECT EXTRACT(MONTH FROM o_orderdate) AS order_month, COUNT(*) AS order_count FROM orders WHERE EXTRACT(YEAR FROM o_orderdate) = 1995 GROUP BY order_month ORDER BY order_month;"
Q72_V003,Q_0797,"SELECT EXTRACT(MONTH FROM o_orderdate) AS order_month, COUNT(*) AS order_count FROM orders WHERE EXTRACT(YEAR FROM o_orderdate) = 1996 GROUP BY order_month ORDER BY order_month;"
Q72_V004,Q_0798,"SELECT EXTRACT(MONTH FROM o_orderdate) AS order_month, SUM(o_totalprice) AS total_revenue FROM orders WHERE EXTRACT(YEAR FROM o_orderdate) = 1994 GROUP BY order_month ORDER BY order_month;"
Q72_V005,Q_0799,"SELECT EXTRACT(MONTH FROM o_orderdate) AS order_month, COUNT(*) AS order_count FROM orders WHERE EXTRACT(YEAR FROM o_orderdate) = 1994 GROUP BY order_month ORDER BY order_count DESC;"
